84,SG-1000,sg1000,Sega Game 1000,3,"The SG-1000 is a home video game console manufactured by Sega and released in Japan, Australia, and other regions. It was Sega's first entry into the home video game hardware business. Introduced in 1983, the SG-1000 was released on the same day that Nintendo released the Family Computer in Japan. The SG-1000 was released in several forms, including the SC-3000 computer and the redesigned SG-1000 II released in 1984. A third iteration of the console, the Sega Mark III, was released in 1985, which provided a custom video display processor over previous iterations and served as the basis for the Master System in 1986, Sega's first internationally-released console.",1
240,Zeebo,,,7,"Zeebo is a 3G-enabled entertainment and education system from Zeebo Inc. It enables users to play video games, and also connect to the Internet, communicate online and run educational applications.",1
140,AY-3-8500,,,,"The Telstar is a series of video game consoles produced by Coleco from 1976 to 1978. Starting with Telstar Pong clone based on General Instrument's AY-3-8500 chip in 1976, there were 14 consoles released in the Telstar branded series. One million Telstar units were sold.",6
141,AY-3-8610,,,,,6
143,AY-3-8760,,,,,1
69,BBC Microcomputer System,bbcmicro,BBC Micro,,,6
374,Sharp MZ-2200,,,,,6
387,Oculus Go,,Go,,,1
132,Amazon Fire TV,,,,"A TV with the Android OS built in to play supported mobile games. Amazon Luna, a video game streaming service created by Amazon, was later built into other versions of the Fire TV.",3
381,Playdate,,,9,"It’s yellow. It fits in your pocket. It’s got a beautiful black and white screen. It’s not super cheap, but not super expensive. It includes brand new games from some amazing creators. Plus it has a crank.",5
50,3DO Interactive Multiplayer,3DO,3DO,5,"The 3DO Interactive Multiplayer, also referred to as simply 3DO, is a home video game console developed by The 3DO Company. Conceived by entrepreneur and Electronic Arts founder Trip Hawkins, the 3DO was not a console manufactured by the company itself, but a set of specifications, originally designed by Dave Needle and Robert J. Mical of New Technologies Group, that could be licensed by third parties. Panasonic produced the first models in 1993, and further renditions of the hardware were released in 1994 by GoldStar (now LG Electronics), and in 1995 by Sanyo.  Despite having a highly promoted launch (including being named Time magazine's ""1993 Product of the Year""), the console received mixed to negative reviews, and an oversaturated console market prevented the system from achieving success comparable to competing consoles from Sega and Sony. By 1996 3DO saw no market in places like NA and the EU. By mid-1997, The 3DO Opera hardware was sold to Samsung.",1
113,OnLive Game System,,,,"OnLive was a Mountain View, California-based provider of cloud visualization technologies. OnLive's flagship product was its cloud gaming service, which allowed subscribers to rent or demo computer games without installing them on their device. Games were delivered to OnLive's client software as streaming video rendered by the service's servers, rather than rendered locally by the device. This setup allowed the games to run on computers and devices that would normally be unable to run them due to insufficient hardware, and also enabled other features, such as the ability for players to record and spectate gameplay. The service was available through clients for personal computers and mobile devices, as well as through smart TVs and a dedicated video game console-styled device known as the OnLive Game System. OnLive also expanded into the cloud desktop market with a sister product, OnLive Desktop—a subscription service offering a cloud-based instance of Windows Server 2008 R2 accessible via tablets.  The OnLive service received mixed reception. Critics noted that the video quality and amount of input lag varied on a game-by-game basis, and did not consider OnLive to be a complete substitute to owning games and playing them on local hardware due to these inconsistencies and other factors that prospective users may consider, such as the overall cost of the service as opposed to simply upgrading their existing computers. Critics praised the service for allowing users to demo games without the need to install them, along with its built-in spectator mode.  On April 2, 2015, it was announced that Sony Computer Entertainment had acquired OnLive's patents, and that all OnLive services would be discontinued on April 30, 2015. Sony operates PlayStation Now, a similar service built using the infrastructure of Gaikai, a former competitor to OnLive.",3
508,Nintendo Switch 2,Switch 2,Switch 2,9,,1
380,Casio Loopy,,Loopy,,,1
478,Panasonic M2,,,6,"The Panasonic M2 is a video game console platform developed by 3DO and then sold to Matsushita, a company known outside Japan by the brand Panasonic. Initially announced as a peripheral chip for the 3DO Interactive Multiplayer, it was later unveiled as a standalone console. The console was cancelled in 1997, but the M2 technology was incorporated into other devices.",1
167,PlayStation 5,PS5,PS5,9,"On October 8th 2019 Sony officially confirmed the long rumored follow up to the PS4, which will keep the numeral moniker simply as: Playstation 5.  A confirmation for Holiday 2020 was given, alongside preliminary details about the controller. It will feature haptic feedback and adaptive triggers.",1
116,Acorn Archimedes,,,,"Acorn Archimedes is a family of personal computers designed by Acorn Computers of Cambridge, England. The systems are based on Acorn's own ARM architecture processors and the proprietary operating systems Arthur and RISC OS. The first models were introduced in 1987, and systems in the Archimedes family were sold until the mid-1990s.",6
487,LaserActive,,,4,"The LaserActive is a converged device and fourth-generation home video game console capable of playing LaserDiscs, Compact Discs, console games, and LD-G karaoke discs. It was released by Pioneer Corporation in 1993. In addition to LaserActive games, separately sold add-on modules (called ""PACs"" by Pioneer) accept Mega Drive/Genesis and PC Engine/TurboGrafx-16 ROM cartridges and CD-ROMs.",1
37,Nintendo 3DS,3DS,3DS,8,,5
4,Nintendo 64,N64,N64,5,"In the early 1990s there was a trend by video game companies to update their 16-bit cartridge-based systems to 32-bit CD-ROM based systems. Nintendo aimed extensive research at a possible CD-ROM add-on for its Super NES console. They launched development projects with, ironically, Sony and Philips but were not impressed with the loading speed of the CD-ROM-based systems. Nintendo instead opted to explore the potential of combining the fastest data storage device available: the silicon-based game cartridge, with the fastest computer chip to be used in video games: the 64-bit processor.  Chairman of Nintendo of America, Howard Lincoln, teamed with Jim Clark, Chairman of Silicon Graphics, the company that had done the special effects for Terminator 2: Judgment Day and Jurassic Park. They sought to design a new game system capable of incredible graphics-rendering power. The new system was initially called, ""Project Reality."" The term ""Project Reality"" was in reference to the ""real"" three-dimensional environments that they knew could be created with the new system. The new platform would run on the powerful 100 MHz MIPS RISC microprocessor. Foreseeing the finite future of the current television standard, Nintendo made sure that ""Project Reality"" would also be compatible with HDTV (high-definition television).  On July 18, 1994, Nintendo revealed that the new name for their system, the ""Ultra 64"" (later changed to Nintendo 64), would use 500MHz DRAM memory technology from Rambus, Inc. This fast access speed would provide the means for extremely fluid three-dimensional graphics.  Nintendo announced that it would release the Nintendo 64 system to American consumers on April 21, 1996. The price would be under $250. This date was soon pushed back five months in order to allow manufacturers enough time to produce enough systems to accommodate the projected consumer demand.  When the Nintendo 64 system was finally launched on September 29, 1996, only two games were available to American consumers: Super Mario 64 and Pilot wings 64. In a move considered risky by Nintendo, no game cartridge was packaged with the Nintendo 64 system. Only the console, a single gray controller and an AC adapter were included in the original packaging. The Nintendo 64 debuted with a retail price of $199.  The Nintendo 64 system and the game Super Mario 64 opened to rave reviews from the critics. Next Generation magazine even called Super Mario 64, ""the greatest video game ever made.""  On its first day of sale, the Nintendo 64 system sold 500,000 units in North America. It took the PlayStation three months to sell the same amount. By the end of March 1997, Nintendo had sold over 3.3 million units of its new system.  Besides the obvious innovations in graphics, the Nintendo 64 featured a unique controller with fourteen buttons and an analog joystick at the center. The joystick provides complete 360° control of on-screen action. On the bottom of the controller is a quick-action ""Z-trigger"" and a multi-directional control pad. Additional controllers (in designer colors) are available for $25 each.  Players can attach an optional Controller Pak to the memory cart slot on the back of the Nintendo 64 controller. It stores a player's game statistics, preferred controller button configuration and built-up character strengths.  Nintendo introduced the Rumble Pak accessory in June 1997 along with the Star Fox 64 game cartridge. It attaches to the rear of the controller and vibrates according to various actions that occur on the screen (such as explosions or gunshots). The Rumble Pak is powered by two AAA batteries that can last up to 60 hours of play. Its retail price is $19.95.  Nintendo of America's President Minoru Arakawa announced a storage attachment for the system called the Nintendo 64 Disk Drive (64DD) in 1997. Also known as the ""bulky"" drive for its large or ""bulk"" storage capacity, the 64DD is designed to be a ""writable"" drive. Players would be able to customize existing games by introducing new characters or additional levels. This storage unit would sit beneath the Nintendo 64 console and plug into the ""EXT."" expansion connector on the bottom of the system. The magnetic disk would be capable of holding 64 megabytes. It would be about the same size of a 3.5-inch floppy disk and twice as thick. When it is inserted into the 64DD, the disk would add four megabytes to the main memory, thereby upgrading the system's total to eight megabytes. Nintendo had originally announced that the first game to use this technology would be The Legend of Zelda: Ocarina of Time. While the 64DD was originally announced to be available in 1997, Nintendo cancelled its plans to debut the system upgrade in the United States.  Nintendo announced the release of the Nintendo 64 Expansion Pak on November 23, 1998. The Expansion Pak is a four-megabyte RAM cartridge that fits underneath a removable panel located on the top of the console. It will also increase the total RAM memory on the system to eight megabytes and allow select Nintendo 64 games to be played in a special high-resolution mode. The retail price for the Expansion Pak was $29.95. The first Expansion Pak compatible games to be announced were Star Wars: Rogue Squadron, NFL Quarterback Club 99 and Turok 2: Seeds of Evil.",1
33,Game Boy,Game Boy,GB,4,,5
486,Digiblast,,,7,,5
130,Nintendo Switch,Switch,NX,8,"Nintendo Switch is a hybrid console/tablet. The tablet becomes a console via a docking station connected to a tv set. Nintendo regards the concept as mainly a home gaming system rather than portable. The Switch features two wireless controllers, which may be used individually or attached to a grip to get a more traditional controller.",1
413,Leapster Explorer/LeadPad Explorer,,,7,The Leapster Explorer is a handheld console developed and marketed by LeapFrog Enterprises as the third generation of the successful Leapster series. It is aimed at children aged 4 to 9. The LeapPad Explorer was the first release in a new line of LeapPad products after the discontinuation of the original LeapPad line. Games for each system are cross-compatible.,5
389,AirConsole,,,,,3
481,Tomy Tutor / Pyuta / Grandstand Tutor,,,,"The Tomy Tutor, originally sold in Japan as the Pyūta (ぴゅう太) and in the UK as the Grandstand Tutor, is a home computer produced by the Japanese toymaker Tomy. It is architecturally similar, but not identical, to the TI-99/4A, and uses a similar Texas Instruments TMS9900 16-bit CPU. The computer was launched in Japan in 1982, and in the UK and the United States in the next year.",6
505,Elektor TV Games Computer,,TVGC,,The Elektor TV Games Computer was a programmable computer system sold by Elektor in kit form from April 1979.,6
7,PlayStation,PS1,"PSX, PSOne, PS",5,"The PlayStation (officially abbreviated as PS and commonly known as the PS1 or its codename PSX) is a home video game console developed and marketed by Sony Computer Entertainment. It was the first of the PlayStation lineup of video game consoles. As a fifth generation console, the PlayStation primarily competed with the Nintendo 64 and the Sega Saturn. The PlayStation was the first ""computer entertainment platform"" to ship over 100 million units, which it had reached nine years after its initial launch.",1
139,1292 Advanced Programmable Video System,,,2,"The 1292 Advanced Programmable Video System is a home video game console released by European company Audiosonic in 1978. It is part of a group of software-compatible consoles which include the Interton VC-4000 and the Voltmace Database. Both, the VC 4000 and the 1292 APVS, are built around the Signetics 2650 microprocessor, which was released in late 1975. That was around the same time when Philips had bought the Signetics company and shipped the technology over to Europe. At that time Philips' subsidary Magnavox was developing a system based on the arguably more powerful Intel 8048 microprocessor - that system would later become known as the G7000 (or Odyssey² in the USA). Having one hardware product already in development, Philips decided to treat the Signetics 2650 as commercial product, targeting small-sized electronic-manufacturers, who were already swarming the market with PONG-clones. More evidence to support this hypothesis is provided by a Swedish TV broadcast from April 1979, when a team from SVT (Swedish broadcast company) visited the Philips-reasearch-centre in Eindhoven, Netherlands to talk about the future of video games. Throught the video the developers are seen with VC 4000 controllers, testing game prototypes which graphicly correspond with games on the VC 4000/1292 APVS and not Philips' own home console, the Videopac G7000. The misconception that the 1292 APVS was released already in 1976 is probably owed to the - by now viral - misinformation that Radofin (the most prominent 1292 APVS manufacturer) released its first cosoles in 1976. These, however, were no microprocessored early wonder-machines, but plain PONG-clones.",1
137,New Nintendo 3DS,,n3DS,8,,5
61,Atari Lynx,Lynx,,4,,5
72,Ouya,Ouya,,8,"The Ouya (/ˈuːjə/ oo-yə), stylized OUYA, is a microconsole running its own version of the Android operating system, developed by Ouya Inc. Julie Uhrman founded the project in 2012. She brought in designer Yves Béhar to collaborate on the design of the project, and Muffi Ghadiali as product manager to put together the engineering team. Development was funded via Kickstarter, raising $8.5 million and becoming the website's second-highest-earning project in its history.  Units started to ship to Kickstarter backers on March 28, 2013. The console was released to the general public on June 25, 2013, and features an exclusive Ouya store for applications and games designed specifically for the Ouya platform, of which the majority are casual games targeted at or used by a mass audience of casual gamers. Out of the box, Ouya supports media apps such as TwitchTV and XBMC media player. It runs a modified version of Android 4.1 Jelly Bean, and is open to rooting without voiding the warranty (developer models ordered during the Kickstarter campaign for $699 or $1,337 come pre-rooted). The console's hardware design allows it to be easily opened up, requiring only a standard screwdriver for easy modding and possible hardware addons.  All systems can be used as development kits, allowing any Ouya owner to also be a developer, without the need for licensing fees. All games are required to have some kind of free-to-play aspect, whether that be completely free, has a free trial, or has purchasable upgrades, levels, or other in-game items. The Ouya is classified as part of the eighth generation of video game consoles and as such is a rival competing against the PlayStation 4, Xbox One, and Wii U.  After financial issues, Ouya's employees and software assets were sold to Razer Inc., who announced the discontinuation of the Ouya console on July 27, 2015.",1
82,Web browser,browser,Internet,,"A web browser is an application for accessing websites. When a user requests a web page from a particular website, the browser retrieves its files from a web server and then displays the page on the user's screen. Browsers are used on a range of devices, including desktops, laptops, tablets, and smartphones.",3
102,EDSAC,edsac,Electronic Delay Storage Automatic Calculator,,,6
13,DOS,DOS,PC DOS,,,4
47,Virtual Console,VC,VC,,,3
162,Oculus VR,Oculus VR,,,,
15,Commodore C64/128/MAX,C64,C64/C128/MAX,,,6
6,PC (Microsoft Windows),PC,mswin,,"Unlike Windows Vista's many new features, Windows 7 was an incremental upgrade designed to work with Vista-compatible applications and hardware. Presentations given by Microsoft in 2008 focused on multi-touch support, an updated Windows shell with a new taskbar, referred to internally as the Superbar, a home networking system called HomeGroup, and performance improvements.",4
105,HP 3000,hp3000,,,,6
5,Wii,Wii,Revolution,7,,1
307,Game & Watch,G&W,"Tricotronic, GW, G&W",2,"The Game & Watch brand (called Tricotronic in West Germany and Austria, abbreviated as G&W) is a series of handheld electronic games developed, manufactured, released and marketed by Nintendo from 1980 to 1991. Created by game designer Gunpei Yokoi, each Game & Watch features a single game to be played on an LCD screen in addition to a clock, an alarm, or both.",5
373,Sinclair ZX81,,ZX81,,"The ZX81 is designed to be a low-cost introduction to home computing for the general public. More than 1.5 million units were sold.  The ZX81 is equiped with 1KB memory, the operating system is driven by a Basic variant called Sinclair Basic. Programs or data can be stored on compact cassette's by connecting them to an audio output of the ZX81 (EAR).  The ZX81 has an Rf output to be connected to a TV and produces no sound.  Expansion modules exist like a 16KB memory expansion modules and a printer. Also many other thirth party expansion modules are developed, like better keyboard, printers and others.  Most commercial software like games or tools were written for use with a 16K expansion module.  The ZX81 is known as the Timex 1000 on the US market.",6
151,TRS-80 Color Computer,,Tandy Color Computer,,"The RadioShack TRS-80 Color Computer (later marketed as the Tandy Color Computer and sometimes nicknamed the CoCo) is a line of home computers based on the Motorola 6809 processor. The Tandy Color Computer line started in 1980 with what is now called the CoCo 1 and ended in 1991 with the more powerful CoCo 3. All three CoCo models maintained a high level of software and hardware compatibility, with few programs written for the older model being unable to run on the newer ones.    Despite bearing the TRS-80 name, the Color Computer is a radical departure from the earlier TRS-80. In particular it has a Motorola 6809E processor, rather than the TRS-80's Zilog Z80. The machines in the Color Computer line are not compatible with software made for the earlier TRS-80.",6
89,Microvision,microvision,,2,,5
237,Sol-20,,,,"The Sol-20 was the first fully assembled microcomputer with a built-in keyboard and television output, what would later be known as a home computer. The design was a combination of an Intel 8080-based motherboard, a VDM-1 graphics card, the 3P+S I/O card to drive a keyboard, and circuitry to connect to a cassette deck for program storage. Additional expansion was available via five S-100 bus slots at the back of the machine. It also included swappable ROMs with a rudimentary operating system.",6
73,BlackBerry OS,blackberry,,,,4
39,iOS,iOS,,,"iOS is Apples mobile operating system for the iPhone, iPod Touch, iPad, iPad Mini and so on. It was first introduced in 2006 as iPhone OS but they later changed it to its current name iOS.",4
9,PlayStation 3,PS3,PS3,7,"Launch model released in 2006, commonly known as the PS3 Fat",1
239,Blu-ray Player,,,,,1
159,Nintendo DSi,,,7,An improved version of the Nintendo DS.  It does not have a Game Boy Advance Cartridge slot.  It has more RAM and a faster CPU than the Nintendo DS and Lite versions.  It has slightly larger screens and 5 brightness settings.  It has 2 digital cameras.,5
309,Evercade,,,8,"The Evercade is a handheld console which is specialized in retrogaming. The games are distributed in cartridges, and all the cartridges are compilations of games already released in other gaming consoles.",5
145,AY-3-8603,,,,,1
412,Leapster,,Leapster Learning Game System,6,"The Leapster Learning Game System is an educational handheld game console aimed at 5 to 10-11 year olds (preschool to fourth grade), made by LeapFrog Enterprises. Its games teach the alphabet, phonics, basic math (addition, subtraction, multiplication, division), and art and animal facts to players. Along with a directional pad, the system features a touchscreen with a stylus pen that enables young users to interact directly with the screen.",5
79,Neo Geo MVS,neogeomvs,Neo Geo Multi Video System,,"The Neo Geo Multi Video System (MVS), released by SNK Corporation in 1990, is a ROM cartridge-based arcade system. It was unique for its time as it allowed up to six different cartridges to be loaded into a single cabinet. This feature was economically beneficial for operators with limited floorspace. The games were stored on self-contained cartridges, making it easy to switch games by swapping the cartridge and cabinet artwork. The MVS was successful during the 1990s due to its low cost, multiple cartridge slots, and compact size. Several popular video game series, such as Fatal Fury, Art of Fighting, Samurai Shodown, World Heroes, The King of Fighters, and Metal Slug, were released for the platform.",2
170,Google Stadia,Stadia,Stadia,,"Stadia Founder’s Edition lets you instantly enjoy games in up to 4K on your TV without a console. You can also play across laptops, desktops, Pixel 3, and Pixel 3a with cross-screen early access starting from day one.",3
385,Oculus Rift,,Rift,,,1
405,Windows Mobile,,Pocket PC,,,4
378,Gamate,,Super Boy,4,,5
407,HyperScan,,,7,"The HyperScan is a home video game console from the toy company Mattel. The console used UDF format CD-ROMs. The HyperScan has two controller ports, as well as a 13.56 MHz RFID scanner that reads and writes to the ""cards"" which, in turn, activate features in and save data from the game.",1
409,Legacy Computer,,,,,6
410,Atari Jaguar CD,,Jag CD,5,"The Atari Jaguar CD is a CD-ROM peripheral for the Atari Jaguar video game console. The device sits atop the Jaguar console, fitting into the ROM cartridge slot. The drive has its own cartridge slot to allow cartridge games to be played without removing the CD drive, and to run software that used cartridge and CD in tandem.",1
414,LeapTV,,LeapTV VCD,8,"LeapTV is an educational video game console developed by LeapFrog and released on October 20, 2014. The console consists of the main unit, a TV-connected motion sensing camera, and a modifiable controller for different play styles.  The Malaysian version is known as LeapTV VCD, as it uses Video CDs.",1
386,Meta Quest 2,Meta Quest 2,Quest 2,,,1
20,Nintendo DS,NDS,NDS,7,,5
16,Amiga,Amiga,Commodore Amiga,,"In 1982, the Amiga Corporation developed ""Lorraine"" a computer that was named after the wife of the company's president. Amiga incorporated a 16-bit 68000 chip as Lorraine's CPU. Lorraine featured two dedicated graphics and sound chips.  By the time Lorraine was introduced at the Consumer Electronics Show on January 4, 1984, the developmental costs that Amiga had devoted to it had exceeded its resources. After Atari showed interest in purchasing the company, Commodore stepped in to outbid the console giant and renamed the system the Amiga.  Commodore made some slight modifications to the Amiga. The system's memory was upgraded to 256KB and the console was redesigned to accommodate keyboard storage underneath it. Commodore finally released the Amiga 1000 in July 1985 at a retail price of $1,295. It was compatible with home television sets and could be utilized for video editing. It featured a palette of 4,096 colors and was capable of 320 x 200 resolution. The system also featured a 3.5 inch floppy disk drive that could externally store up to 880KB.  The ""Paula"" sound chip enabled programs to be heard in stereo. The system featured two mouse/controller ports. Such peripherals as joysticks, light pens or game paddles could be used with the system. Even in its early stages of release, Commodore chose to promote the Amiga as a game machine.  The ""kickstart"" was a small part of the operating system that was contained in the ROM. The Amiga performed a kickstart or initiated the loading of the operating system itself every time the computer was activated. To fully load the operating system a 3.5 inch AmigaDos disk needed to be inserted into the external drive. Every time the computer was shut off, the operating system was lost from memory and needed to be reloaded.  The Amiga 1000 was capable of ""multitasking."" A concept similar to Windows 95, multitasking allowed users to keep two or more programs open at one time and instantly switch between them. The ""Workbench"" was the Amiga's file manager. Workbench allowed users to open windows and run programs.  In 1987, Commodore released the Amiga 500 and the Amiga 2000. The Amiga 500 was a compact system that became the best selling computer in the Amiga line. Among the improvements Commodore incorporated into the Amiga 500 were an updated operating system (AmigaDOS 1.2), 512KB RAM and a bigger keyboard. The Amiga 2000 featured a new computer case design, expansion slots and a CPU slot for future processor upgrades. It was powered by a 68000 microprocessor.  The Amiga 3000 improved on the Amiga 2000 by offering new Zorro III expansion slots, an integrated SCSI interface and a built-in hard drive. It used a 68030 32-bit microprocessor and a new version of Workbench.  In 1992 Commodore released the Amiga 600. Commodore promoted the system as a video game console with a keyboard. It quickly vanished from store shelves. Later that year Commodore released the Amiga 4000 and the Amiga 1200. The 4000 featured the speedy 68040 processor. It could display up to 256,000 colors on-screen at once. The 1200 was a compact system that combined the CPU, keyboard and disk drive into a single unit. It was similar in design to the Amiga 500. It utilized the 68020 processor and could run at 14.28MHz.  In October 1993 Commodore introduced the Amiga CD 32. This 32-bit CD-ROM based add-on featured a palette of 17 million colors. It retailed for $400 and had a built-in catalog of software because it was compatible with game titles for the failed Commodore CDTV multimedia system. Timing for the CD 32's release was not perfect. Several other CD-ROM based gaming consoles, like the 3DO and Sega CD, were released at the same time and flooded the market. The Amiga CD 32 system never gained a following.  Unfortunately, software developers rarely released programs that displayed the full potential of the Amiga's impressive graphics. The system was much more technologically advanced than its competitors. Ultimately the Amiga was viewed as an expensive gaming console, and as software support dwindled, so did sales. On April 29, 1994 Commodore announced that it was in the process of closing the company.",6
441,PocketStation,,,5,"The PocketStation is a Memory Card peripheral by Sony Computer Entertainment for the PlayStation home video game console. Categorized by Sony as a combination of a Memory Card and a miniature personal digital assistant, the device features a monochrome liquid crystal display (LCD), infrared communication capability, a real-time clock, built-in flash memory, and sound capability. To use the device's memory card functionality, it must be connected to a PlayStation through a memory card slot.  Software for the PocketStation was typically distributed as extras for PlayStation games, included in the CD-ROM, enhancing the games with added features. Stand-alone software could also be downloaded through the PlayStation console. The software is then transferred to the PocketStation for use. A built-in infrared data interface allows direct transfer of data such as game saves between PocketStation units, as well as multiplayer gaming.",5
477,Panasonic Jungle,,,8,"The Jungle was a portable game console in development by Panasonic, and announced in October 2010. With a design being roughly similar to a small laptop, it was developed as a portable platform for MMOs and aimed at players who wanted to play online games on the go. The Jungle was also Panasonic's first attempt at creating a handheld console. It was expected to be released in mid-2011, effectively putting it into the eighth generation of gaming along with the Nintendo 3DS and the then-unreleased PlayStation Vita.  On March 1, 2011, Panasonic announced the cancellation of the Jungle, ""due to changes in the market"".",5
