979,Mars VR Engine,,2020-06-04 06:45:10
1179,stockfish,,2021-01-22 09:22:52
111,Groovie,,2016-09-18 13:18:11
159,Playground SDK,,2022-06-29 20:49:33
230,Gepard 3D engine,,2015-05-01 13:40:41
323,pc,,2024-04-09 23:46:02
1353,EAGL 2,,2024-09-12 02:01:54
1004,Konami Hornet,,2022-07-29 00:16:11
1269,V-Nuke,,2021-06-23 12:57:09
565,phaser.io,,2025-03-03 23:56:26
1066,Windrift,,2020-09-01 04:55:01
745,Origin FX,,2019-10-02 08:36:13
1187,Hiber Engine,,2021-02-04 13:56:04
330,Trinigy Vision Engine,,2022-10-24 01:00:09
665,Soft Engine 2.0,,2024-08-19 20:10:13
292,VRAGE,,2024-12-30 10:40:07
1689,Unity 6,"Discover faster rendering, powerful lighting options, end-to-end multiplayer workflows, dynamic AI capabilities, and deeper support for mobile web runtimes.",2025-04-16 03:50:48
593,Allegro,"Allegro is a cross-platform library mainly aimed at video game and multimedia programming. It handles common, low-level tasks such as creating windows, accepting user input, loading data, drawing images, playing sounds, etc. and generally abstracting away the underlying platform. However, Allegro is not a game engine: you are free to design and structure your program as you like.",2024-09-04 15:45:17
131,W3D,,2024-11-20 06:26:05
622,Aether Engine,,2019-02-14 09:03:06
1057,Capcom VS SNK 2 Engine,,2020-08-17 07:21:43
702,BYOND,,2024-12-02 07:59:55
77,AGOS,,2014-09-12 13:43:26
1759,BreakGOLD,,2025-02-25 08:46:02
80,HydroEngine,,2020-12-06 13:52:12
181,Kapow,,2015-02-09 11:50:12
224,X3 Reality,,2023-01-12 07:41:50
226,X Engine,,2015-04-22 22:53:42
227,GEM,,2015-07-03 08:35:30
303,AJAX,,2023-11-24 16:05:10
326,Quantum3,,2024-03-28 04:11:57
1420,Delta Engine,,2023-07-03 01:38:42
373,HaxeFlixel,,2024-10-23 07:42:49
1732,Volatile3D,"The Volatile3D engine uses DirectX 7.0 (later ported to DirectX 9.0). It is fully compatible with the BSP level format, supports skeletal animation of models, chrome effects, and bump mapping. There is basic player physics.",2025-02-14 16:30:41
300,HTML,,2025-03-14 18:58:30
1550,Whale,,2024-06-13 00:47:11
73,Babel engine,,2024-04-15 08:31:36
1320,TBH Game Engine,,2022-05-16 20:03:36
197,Enforce,,2016-01-23 16:41:58
1344,Piskel,,2023-09-11 10:22:32
1204,QuakeWorld,,2024-05-13 14:23:20
1216,Immortal Engine,,2021-03-30 19:05:34
1129,Adventure Game Toolkit (AGT),,2020-11-06 22:25:18
1062,FIFA International Soccer,,2023-03-02 07:07:31
169,Eparch 2D,,2022-06-20 11:40:01
231,SigE,,2015-05-11 07:25:30
250,Beelzebub,,2015-06-26 00:11:03
1495,Delta3D,Delta3D is the engine used to develop VESSEL Damage Control Trainer.,2023-04-03 03:13:12
1169,Solarus,"Solarus is a multi-platform, free and open-source 2D game engine, written in C++. It is primarily dedicated to Action-RPGs, also called Zelda-likes, but can actually do much more.",2023-04-09 17:51:55
1075,LightForce,,2020-09-14 07:33:26
310,Blam! Engine,,2025-04-11 04:05:16
1287,Atari 6502,,2021-10-05 16:59:37
1313,web3,,2024-10-07 19:44:38
427,Asura engine,,2025-01-26 13:20:32
1196,LegendO,,2021-02-17 13:33:16
222,True3D,,2015-04-14 19:13:00
1237,Super Namco System,,2021-05-06 07:24:43
1323,Killer Queen,,2021-09-05 19:55:45
378,Lassie Shepherd,,2016-08-14 15:24:55
403,T-REX Sandbox,,2016-11-11 16:44:08
545,Duplicate 669,,2018-01-15 15:34:30
503,Simplygon,,2021-10-21 17:35:43
96,SAGA,,2014-10-30 14:10:25
689,GlyphX Engine,,2019-04-23 00:36:48
1441,Spark,"Spark (Formerly Evolution), was an engine developed by Unknown Worlds Entertainment (now part of Krafton studios) for the game Natural Selection 2 (2012).",2025-02-02 13:36:59
133,Terrabuilder,,2014-12-14 02:25:13
1061,Crimson Engine,,2020-08-19 23:24:19
100,Nod Engine,,2014-11-01 12:31:10
101,Virtual Theatre,,2022-08-30 12:52:35
1326,OverWorld,,2021-09-08 07:44:09
429,AngularJs,,2024-07-25 19:45:15
1438,SWARM,"SWARM was created by Strangelite Studios, for the game Starship Troopers (2005).  This engine is not to be confused with Saber Interactive Swarm Engine used in World War Z (2019)",2022-09-19 14:12:36
183,RAD Engine 4.0,,2019-04-11 14:51:19
392,001,,2025-04-08 03:19:41
1710,Syrup,An advanced emulation engine to bring 8/16/32-bit games to modern consoles.    SYRUP allows developers to interface retro games with modern consoles like the PlayStation 5 or Nintendo Switch.,2024-11-14 15:49:10
1343,Super Mario Bros. S,,2021-11-25 00:57:46
386,Whale 2,,2016-09-13 08:13:15
740,Touch Video,,2019-08-20 06:11:04
145,GrimE,,2015-10-13 08:28:11
1163,MechWarrior 2,,2021-01-08 21:43:00
215,ASKA,,2016-07-06 21:18:12
1557,FrooxEngine,,2023-10-09 12:14:18
600,WangReal Engine,,2021-03-25 08:55:52
672,Voyager Engine,,2019-04-10 20:18:37
675,Thorskan Engine,,2022-02-01 17:05:31
1742,Adventure Creation Kit,Adventure Creation Kit (ACK) is a game development tool by Chris Hopkins that allows you design and play top-down 2D tile-based RPGs like Ultima IV & V of yore.,2025-03-26 18:53:26
512,Taito FX-1,,2017-10-02 19:55:00
1603,VCE,"Network middleware for massive client-server applications with PC cluster servers. It supports Win32, Linux, and PlayStation2 platform.",2024-04-08 02:02:42
497,Hedgehog Engine,,2025-03-05 07:46:56
362,Foundation Engine,,2024-09-29 12:45:09
1188,Glulx,,2021-02-05 10:42:12
21,TheEngine,,2024-10-08 00:23:20
825,MADNESS Engine,,2025-01-17 22:41:09
245,Europa,,2024-10-12 19:42:19
467,BTZ,,2017-05-12 15:40:54
472,ENIN Engine,,2017-06-06 14:37:00
534,SCI0,,2017-12-22 12:00:46
539,C4 Engine,,2022-10-07 01:37:35
680,Cyllista Engine,,2024-11-04 04:47:02
575,CryEngine 5,,2025-03-04 16:09:02
773,(CN) GameEngine 5,,2019-12-03 07:20:56
775,HyperCard,,2024-12-04 00:09:01
692,ElectronJS,,2024-11-20 10:57:32
262,Alchemy,,2020-05-25 15:43:13
1336,flexi,,2021-09-16 21:49:02
281,Phoenix VR,,2025-04-01 15:26:45
401,Numbat Engine,,2016-11-11 08:58:15
1355,Marmalade,,2025-04-01 15:17:51
533,SCGI,,2022-07-27 07:06:28
563,Ripp3d,,2024-07-24 05:41:59
606,OpenMW,,2022-01-10 11:05:52
616,CloudNovel,,2021-05-15 15:30:06
374,SGE Game Engine,"The SGE Game Engine (""SGE"", pronounced like ""Sage"") is a general-purpose 2-D game engine. It takes care of several details for you so you can focus on the game itself. This makes more rapid game development possible, and it also makes the SGE easy to learn.",2016-08-03 15:45:27
768,Doom RPG,,2019-11-25 09:26:07
524,createjs,,2025-01-13 17:57:10
1193,QuickTime VR,,2024-04-22 17:48:20
1252,AVG32,,2024-03-13 16:24:07
1362,Zoom,,2021-10-22 11:45:32
499,NightShade Engine,,2017-08-15 14:16:19
518,Pinball 2000,,2023-08-04 13:18:34
552,Invictus SCX,,2018-02-01 11:32:10
556,GameStudio A8,,2023-06-20 00:16:22
770,Turok,,2019-12-01 02:04:17
983,Simple and Fast Multimedia Library,,2024-11-27 02:40:01
828,SiglusEngine,,2025-04-10 01:02:26
63,Adobe AIR,,2025-04-15 01:52:29
1337,DoJa,,2025-03-30 21:33:33
568,DoomRPG,,2018-05-08 12:25:00
580,AEGIS,,2018-07-03 09:53:18
874,krkr2,,2020-04-14 05:32:46
877,Blackbox Engine,,2020-04-20 03:14:01
691,VueJS,,2024-11-13 02:27:15
442,Shark 3D,,2024-10-01 23:21:02
1703,batari Basic,"batari Basic (bB) is a BASIC-like language for creating Atari 2600 games.    It is a compiled language that runs on a computer, and it creates a binary  file that can be run on an Atari 2600 emulator or the binary file may be used   to make a cartridge that will operate on a real Atari 2600.",2024-10-22 02:18:40
285,Spring,,2024-03-04 03:09:00
1443,Goliath Engine,Goliath Engine was developed by Beenox initially for the unreleased game called The Vatz (2002),2022-09-22 20:49:58
1198,Dreams,,2024-03-07 18:20:44
263,Sparta 3D,,2015-08-25 05:49:00
486,FLEDGE Engine,,2025-01-16 16:37:37
451,Presto Studios,,2017-10-20 21:22:33
485,The Illusion Engine,,2023-03-20 02:03:49
755,BigWorld Technology,,2021-04-11 09:40:31
875,N2System,,2021-02-25 08:39:32
1192,Legion,,2021-02-10 08:56:02
1238,Python Arcade Library,,2025-02-04 07:30:04
1435,Octave Engine,OctaveEngine was developed by Prometech Software Inc. and led by Shin Hyojong (Leader Game Engine Group).,2022-09-19 14:16:16
423,wpf,,2024-09-03 07:23:00
1124,Capcom Play System II (CPS-2),,2020-12-29 16:13:20
1149,EMotion FX,,2022-01-05 10:16:27
1261,RPG Tsukuuru Super Dante,,2024-06-11 07:12:19
265,isiMotor,,2022-04-18 01:58:49
113,Twilight,,2025-03-13 17:27:19
1126,StarCraft II,,2024-06-21 02:21:43
90,Avalanche engine,,2022-07-13 08:32:42
1102,Genesis Engine,,2020-09-28 08:40:21
1202,DC Tech Three,,2021-03-02 17:17:10
1338,BREW,,2025-03-30 21:33:33
1275,Charles Engine,,2024-01-12 20:05:46
1205,Skulltag,,2021-03-08 22:31:38
258,Panta Rhei,,2015-08-06 22:57:08
1309,Halo Reach,,2024-03-07 20:05:14
879,Alicesoft System 3.9,,2024-06-13 01:17:27
1296,ONScripter,,2024-08-28 18:19:06
1372,Roomber Engine,"Roomber Engine - Game 2D engine. The engine can work with most popular platforms. Both mobile and desktop. We give everything for you to better create your games, and your dream! Comprehensive tools, many plugins, more variety on REngine.",2023-03-29 01:50:47
433,In House Engine,,2025-03-16 17:23:07
1436,X-Tend,"X-Tend Engine was created by Burut Creative Team (aka Burut CT) (Russian) for games like Kreed: Kreed (2003), Battle for Savitar (2004), ÜberSoldier (2006) & ÜberSoldier II (2007).",2025-03-12 06:34:14
350,Taito Type X,,2025-01-14 08:30:09
746,BGI/Ethornell,,2023-08-27 23:55:59
198,Vital Engine,,2022-09-22 07:18:49
1260,Marathon 2 Engine,,2021-06-01 08:11:06
1267,Genome Engine,,2024-07-23 08:50:46
1175,Bullet,Bullet is real-time collision detection and multi-physics engine/simulation.,2024-09-19 00:56:34
1348,Adobe Director,,2024-07-31 01:34:45
607,Visionaire Studio,,2025-01-14 08:15:38
219,NScripter,,2025-01-24 08:50:12
1769,Vostok Engine,,2025-03-14 15:44:57
139,Sith,,2022-08-19 00:55:50
687,id Tech 7,,2024-11-26 04:26:54
1234,Taito G-NET,,2023-09-06 23:40:21
1244,Dreamatrix,,2021-05-12 08:22:48
581,Granny 3D,,2025-03-26 20:06:55
1322,JOGL,,2021-08-30 13:42:17
1325,Taito Type-X2,,2024-05-10 20:08:17
1748,Sega Model 3,"The Sega Model 3 is an arcade platform produced by Sega in partnership with Lockheed Martin. It is a successor to the Sega Model 2 platform, and was released in 1996. The Model 3 hardware is very different to the Model 1 and Model 2 boards which preceded it. It was designed with one purpose in mind - to push as many textured polygons as possible for as least money as possible. Upon release, the Model 3 board was more powerful than any other arcade platform on the market, as well as any home console or computer.",2025-03-06 06:47:26
588,OpenGL,,2025-03-03 05:56:45
1356,I.K.E.M.E.N. GO,,2023-10-17 04:46:00
1264,https://www.twitch.tv/directory/game/Twitch%20Sings,,2024-08-12 21:43:50
1268,Steambox,,2021-06-24 23:26:46
1300,Nirvana Engine,,2021-08-09 09:15:26
185,Game World Builder,,2023-02-15 18:27:48
1459,AI,Early PC game engine used by ELF Corporation starting in May 1989 in Angel Hearts until June 1990 in De-Ja.,2025-04-08 07:04:06
1223,Windows Mobile,,2021-12-02 18:41:45
1380,Core,Core is a open-source Sonic engine/framework created for Clickteam Fusion 2.5+.,2023-08-07 01:50:03
1110,CryEngine V,,2024-01-19 21:00:39
1363,Storyspace,,2021-11-08 03:18:14
57,Real Virtuality,,2023-05-10 02:41:03
327,Infernal Engine,,2022-11-01 18:39:11
1460,AI2,Updated game engine by ELF Corp. Made in 1990 for RAY-GUN and used in Dragon Knight II as well.,2022-10-24 07:07:04
47,id Tech 5,,2020-07-23 19:16:20
561,Doom Legacy,,2024-08-15 07:36:34
134,ZenGin,,2023-10-18 01:55:21
1155,IW Engine 3.0,,2023-05-15 01:24:05
748,Vision Engine,,2024-03-08 15:36:31
397,Faktum Engine,,2016-10-23 02:33:24
576,Slipspace Engine,"Leading edge technologies convey moving emotional performances with truly organic, believable fidelity. Intuitive and powerful tools let fresh creators and industry veterans focus on bringing worlds vividly to life.",2025-04-09 16:08:28
428,Sigma Engine,,2017-01-16 20:37:48
1302,SGDK,,2024-04-08 08:10:18
289,Wintermute Engine,Wintermute Engine (WME) is a set of software tools and a runtime interpreter (game engine) primarily designed for creating and running graphical adventure games.,2025-01-04 14:43:04
407,Flashpunk,,2023-09-18 17:10:37
527,SDL,,2025-02-26 00:14:56
1251,Unity 2021,,2025-03-31 08:32:21
1074,NW.js,,2024-07-23 06:58:35
1572,Super Mario Bros. X2,,2024-10-02 07:22:32
1107,sdl2,,2024-09-12 08:49:31
1463,Illumix AR engine,Illumix's AR Engine empowers you to create experiences that will immerse your audience in the world of your brand.,2022-11-16 20:43:08
876,Ren'Py,,2025-04-15 16:41:37
1736,Redot,Open‑source game engine for everyone.,2025-03-06 00:15:17
453,Rataj's Browser Game Engine,,2017-04-08 14:48:00
1690,GMate Engine,,2025-02-25 08:47:08
1421,Omni3D,,2022-08-16 19:33:00
1069,GB Studio,A program to make games for the Game Boy line of consoles. It doesn't require coding knowledge.,2025-04-14 08:34:20
686,LSSDK,An engine developed by SIE London Studio for PlayStation VR.,2024-03-24 23:55:52
123,IW Engine,,2025-02-12 19:21:11
200,Evolution,,2025-04-01 17:28:18
1590,ugBASIC,"ugBASIC is an isomorphic and open source language, fully documented and designed to develop portable programs, without sacrificing efficiency. With a single source it is therefore possible to create games for numerous 8 bit platforms.",2024-03-13 07:45:04
322,ZDoom,ZDoom is a source port of the Doom engine with additional features.,2024-10-03 17:30:11
578,Liquid Engine,Liquid is a proprietary engine developed by 11bit and used in award winning games like Anomaly Warzone Earth.,2024-12-02 18:20:42
192,MassTech,,2024-08-11 23:02:23
394,renpy,,2025-04-16 03:51:43
118,Dunia Engine,,2024-06-15 03:45:55
1422,Ikemen Go,Ikemen Go is a remake of the Ikemen (open source fighting games engine that supports M.U.G.E.N resources) in Google’s Programming Language “Go”.,2024-07-26 02:55:31
1312,Xash3D,"An open-source game engine that is almost fully compatible with Valve's GoldSrc engine. The engine can run most games and mods made with GoldSrc, but has significant improvements over the engine.",2025-02-26 08:30:18
1602,Downpour,"Downpour is a phone-based application for quickly making small games and websites. Pages can be collaged together from photos, drawings, and text, then styled and decorated. Pages themselves are linked using clickable areas. Once created, games can be viewed in the app (which includes some social aspects), played from a web browser, or exported to host elsewhere.",2024-10-09 03:14:31
700,Defold,"Defold is a completely free to use game engine for development of console, desktop, mobile and web games.",2024-11-21 06:22:54
1423,Undum,A client-side framework for hypertext interactive fiction games.,2022-09-13 00:19:38
1668,The Legend of Zelda: Ocarina of Time Decompilation,A decompilation of The Legend of Zelda: Ocarina of Time.,2024-07-22 01:10:42
970,Atomiswave,,2024-03-21 06:52:23
975,TIC-80,"TIC-80 is a fantasy computer for making, playing and sharing tiny games.",2024-08-02 03:10:51
526,zandronum,,2020-11-02 16:54:46
7,Scimitar,"The first version of Ubisoft Montreal's internal development engine.  The engine was created for Assassin's Creed, releassed in 2007, and was later used for Shawn White Snowboarding and Prince of Persia, both released in 2008.    With multiple improvements/additions to the engine, its name was changed to Anvil in 2009 while being used for the development of Assassin's Creed II,",2023-07-10 01:47:09
351,Unreal Engine 3,"Unreal Engine 3 (UE3) is a computer game engine developed by Epic Games. It is the third generation of the Unreal Engine, designed for DirectX 9-, 10-, and 11-capable PCs, the Xbox 360, the PlayStation 3, and OpenGL-based OSes (Mac OS X, iOS). Its renderer supports many advanced techniques including HDRR, per-pixel lighting, and dynamic shadows, and builds upon the tools available in previous versions of the engine.",2025-04-10 03:18:27
1722,MechaSource,,2024-11-25 18:03:16
246,Wolfenstein 3D,"The Wolf3D (or Wolfenstein 3D) Engine is a raycaster engine developed by John Carmack for the hit FPS game Wolfenstein 3-D. It features smooth scrolling with textured walls, variable screen-size, and sprites. Designed for mid-range 386 computers it was one of the fastest texture-mapped 3D engines to be made available for licensing at the time (1992).    It was officially licensed to JAM Productions to make Blake Stone: Aliens of Gold and Blake Stone: Planet Strike, licensed to Apogee to make ROTT (originally slated to be a Wolf3D sequel), and licensed to Capstone to make Corridor 7 and Operation Bodycount.    It also inspired similar shareware and commercial ""doom clones"" of the mid-90's.",2025-03-07 17:40:37
1157,Dæmon,"Dæmon can trace its lineage all the way back to Quake 3, integrating the various features and improvements from quite a few engines before it.",2021-01-14 21:05:12
253,Unigine,"UNIGINE SDK (Software Development Kit) is designed for development teams (C++/C# programmers, 3D artists) working on interactive 3D apps like a Games.",2025-03-17 23:59:09
1051,Super Mario 64 Engine,The engine of Super Mario 64 is responsible for handling the 3D world of some of the most influential Nintendo 64 games. It was heavily altered for use with the two Nintendo 64 Zeldas and also for the game Animal Forest (Animal Crossing).,2024-07-23 06:00:21
1553,SHMUP Creator,"SHMUP Creator allows you to make the Shoot 'em up of your dreams! As fun as a game, it is very simple but powerful enough to make professional Shmups. Place your enemies with the mouse, create your bullet patterns, press a button to play, then share your games with your friends!",2023-10-05 19:55:59
237,The Madness Engine,"The Madness Engine is Slightly Mad Studios’ critically acclaimed next-gen, cross-platform game engine and development framework used to create Need For Speed SHIFT and SHIFT 2 Unleashed. SHIFT’s stunning graphics, highly evolved physics, and intense gameplay was made possible by the advanced technologies, tools, and support infrastructure of the Madness Engine...",2020-01-11 04:44:27
1767,RayBlast Engine,The RayBlast Engine is a private hybrid 2D/3D game engine created by RayBlast Games. There are currently no plans for a public release. Some information about it can be found on their About page.,2025-03-10 03:12:27
13,Unity,"Unity is a game development ecosystem: a powerful rendering engine fully integrated with a complete set of intuitive tools and rapid workflows to create interactive 3D and 2D content; easy multiplatform publishing; thousands of quality, ready-made assets in the Asset Store and a knowledge-sharing community.",2025-04-16 05:49:05
577,Construct 3,,2025-04-08 00:17:31
1729,Volatile Engine,"Although the engine itself was written from scratch, Volatile intentionally implements many design principles we refer to as “Quake ideology”. We are sure that old-school Quake/Half-Life programmers and level designers will notice that almost everything looks familiar. We do our best to incorporate the best principles from the best engines, so you will find some features you have already learnt from Source or Unreal.     The engine is cross-platform (Windows, Linux/SteamOS, MacOS, Android), high-perfomance, flexible for game developers, and Steam-friendly. And certainly it is highly integrated with J.A.C.K. editor. We developed a 3D-action game, Perilous Warp, on Volatile engine.",2025-01-22 21:02:05
1717,Helheim Engine,,2024-11-12 18:28:47
306,Solar2D / Corona SDK,"Solar2D (formerly Corona SDK) is a free and open-source, cross-platform software development kit originally developed by Corona Labs Inc. and now maintained by Vlad Shcherban.",2025-03-04 16:08:57
296,Clausewitz Engine,"In 2007 the Paradox Development Studio debuted a proprietary game engine, titled Clausewitz (named after the Prussian general Carl von Clausewitz), in Europa Universalis III which has been put to use in every game developed by PDS since. The engine provides a 3D view of part or the totality of the world map, depending on the played game. Sengoku was the first game utilizing the Clausewitz 2.5 engine.",2025-04-08 16:20:06
321,Trinity Vision Engine,,2016-03-07 11:54:18
1439,Vital Engine 3,"Vital Engine 3, was developed by Deep Shadows (Sergey Zabaryansky and Roman Lut) for White Gold: War in Paradise (aka Xenus II: White Gold) (2008) and The Precursors (2009).",2023-09-07 03:06:13
357,Sonic Worlds,,2025-02-25 08:48:22
165,Gold Box,"A Turned Based Strategy Engine used in the Creation of TSR/SSI Games Based on the famed ruleset of the ""Advanced Dungeons and Dragons"" Franchise. This Engine gets it's name from the Gold Colored Boxes that these games were sold in. There were many games in this series including the Popular ""Pools of Radiance"", ""Curse of the Azure Bonds"", ""Secret of the Silver Blades"", and ""Pools of Darkness""    The largest Collection of Gold Box Games you can currently find in one spot for legal online acquisition of this product can be found at G.O.G. (In one of the Forgotten Realms Collections) and may also be available on Steam. When/If purchasing keep in mind that the First two games in the GoldBox set do not have Mouse Support (Possible Deal Breaker for some People. I don't Mind Personally, Though I wish Someone would mod in Mouse support for the first two eventually if able).    Another Helpful Note, There is a handy tool that exists called ""Gold Box Companion"" that has helped these games make a comeback, it adds a better Mapping System, and Better Party Customization/Control/Rest/Magic-Re-Memorization (But download only From Developer, and only at your Own Risk).",2025-02-28 06:50:34
1718,Orbinaut Framework,,2024-11-14 17:36:08
557,Source 2,"Source 2 is a 3D video game engine in development by Valve as a successor to  Source. It is used in  Dota 2,  SteamVR Home,  Half-Life: Alyx,  S&box,  Counter-Strike 2, and more.    Source 2 was first made public with the Dota 2 Workshop Tools Alpha in August 6th 2014 and formally announced by Valve in March of 2015 at the Game Developers Conference. It was then implemented into Dota 2 on June 17th 2015. Valve has announced that Source 2 will be released to the public for free, and it will only take money should it be used for commercial products.    The engine is capable of rendering highly complex and well detailed scenes with minimal framerate drops, thanks to its new 64-bit support alongside Vulkan, allowing for better multi-core rendering and more efficient 3D rendering.",2024-08-23 22:47:41
1762,Dash Engine,,2025-03-25 02:54:27
1536,TombEngine,"Introducing TombEngine (TEN): The Ultimate Open-Source Engine for Custom Tomb Raider Levels    In 2000, Core Design delighted fans with the release of the Tomb Raider Level Editor, enabling players to create their own custom levels. Now, taking the editor to new heights, we proudly present TombEngine (TEN), an open-source engine that surpasses all previous limitations.    TEN, powered by the native scripting language Lua, not only supports all objects from the classic Tomb Raider series (1-5), but also introduces exciting gameplay features like diagonal shimmying and expanded crawlspace flexibility. With a larger 2D map, you can now construct massive levels, pushing the boundaries of your creativity.    Beyond cosmetic changes, TEN has undergone a complete overhaul, modernization, and improvement of its codebase. This ensures a more professional and maintainable foundation, eliminating previous workarounds.    Join the vibrant TEN community on our Discord server here, where you can share your contributions and ideas.     Unleash your imagination and create awe-inspiring Tomb Raider levels with TEN. Get started today!",2025-01-21 00:23:58
2,Frostbite,"We provide powerful workflows, pipelines, and runtime solutions for our diverse stable of Frostbite games including shipped Frostbite titles like Battlefield and Need For Speed and upcoming Frostbite titles like Dragon Age and Mass Effect.",2025-01-24 02:14:35
1569,Bevy Engine,A refreshingly simple data-driven game engine built in Rust.  Free and Open Source Forever!,2024-09-20 23:44:22
674,StarEngine,"StarEngine is the unofficial/internal name of Star Citizen's game engine, originally based on CryEngine 3 (from Crytek) in 2011 and then switched in 2016 to the Lumberyard (a fork of CryEngine 3.8.1) which was licensed in 2015 to Amazon for $70 million. The change was needed in order to utilize the integrated Amazon Web Services (AWS) and Cloud-Computing features ""to support next-generation online gaming"". The reason that devs dubbed the engine was because they said at a point that the engine was so reworked beyond its core design.",2023-09-20 08:31:26
676,E.V.I.L Engine,"The proprietary engine used by Super Evil Megacorp for all their releases.   Named in 2012, the engine has been improved alongside their games and the platforms they are designed for.",2023-08-24 20:24:36
1604,HAMOOPIG,A Sega Genesis fork of the same creator's HAMOOPI fighting game engine.,2024-04-08 08:10:18
1628,CMVS,,2025-04-11 20:15:19
982,Unreal Engine 5,"Unreal Engine enables game developers and creators across industries to realize next-generation real-time 3D content and experiences with greater freedom, fidelity, and flexibility than ever before.",2025-04-15 19:41:08
608,Symbian,"Symbian is a discontinued mobile operating system (OS) and computing platform designed for smartphones.[6] It was originally developed as a proprietary software OS for personal digital assistants in 1998 by the Symbian Ltd. consortium. Symbian OS is a descendant of Psion's EPOC, and was released exclusively on ARM processors, although an unreleased x86 port existed. Symbian was used by many major mobile phone brands, like Samsung, Motorola, Sony Ericsson, and above all by Nokia. It was also prevalent in Japan by brands including Fujitsu, Sharp and Mitsubishi. As a pioneer that established the smartphone industry, it was the most popular smartphone OS on a worldwide average until the end of 2010, at a time when smartphones were in limited use, when it was overtaken by iOS and Android. It was notably less popular in North America.",2025-04-13 07:47:04
1490,RUDE,"RUDE (Retro Universal Design Engine) was originally created by Retro Studios for Metroid Prime (2002), and was the first game to run on their proprietary engine. Ever since that day, Retro has been using that same engine for their projects, albeit with major updates every step of the way (Metroid Prime 2: Echoes, Metroid Prime 3: Corruption). Metroid Prime Remastered (2023) is using the latest version of RUDE.",2023-03-27 17:15:36
515,Ronin,"To make The Force Unleashed as realistic as possible, LucasArts created a new engine code-named Ronin. But while the majority of its technology is proprietary, LucasArts had no hesitation about licensing third-party technology. It acquired Havok's physics engines; NaturalMotion's Euphoria for realistic, AI-driven character animations and Pixelux's Digital Molecular Matter (DMM), for spectacularly destructible environments.",2017-10-25 15:38:45
671,The Creator Engine,,2019-04-09 05:37:00
1714,LithTech 2.x,"Starting with LithTech 2.0, LithTech Inc. began the process of creating many different versions of the engine. Monolith released their game No One Lives Forever (NOLF) featuring this version of the engine, however it was later revised to LithTech 2.2. The game received an upgrade to LithTech 2.2 in a patch release. The LithTech team then continued to improve version 2.2 for its licensees, resulting in the 2.3 and 2.4 iterations.",2025-04-02 04:13:12
520,LÖVE,"LÖVE is an *awesome* framework you can use to make 2D games in Lua. It's free, open-source, and works on Windows, macOS, Linux, Android and iOS.",2025-03-07 18:38:28
1500,Open 3D Engine,The Open 3D Engine is a free and open source 3D game engine under the Apache 2.0/MIT license developed by the Linux Foundation's subsidiary Open 3D Foundation. The initial version of Open 3D Engine is an updated version of Amazon Lumberyard provided by Amazon Games.,2024-07-30 05:53:25
